stop_id,search_details_id,search_details_type,search_details_description,,
1467699,1651655,ActionTaken,Citation,,
1468785,1652765,ActionTaken,Citation,,
1468455,1652412,ActionTaken,Citation,,
1468769,1652749,ActionTaken,Citation,,
1468849,1652829,ActionTaken,Citation,,
1468864,1652844,ActionTaken,Written Warning,,
1468847,1652827,ActionTaken,Citation,,
1468720,1652698,ActionTaken,Citation,,
1468465,1652422,ActionTaken,Citation,,
1468744,1652725,ActionTaken,Citation,,
1468838,1652818,ActionTaken,Written Warning,,
1468765,1652745,ActionTaken,Citation,,
1468841,1652821,ActionTaken,Written Warning,,
1467386,1651326,ActionTaken,Verbal Warning,,
1468471,1652428,ActionTaken,Citation,,
1467547,1651502,ActionTaken,Citation,,
1468745,1652726,ActionTaken,Citation,,
1468904,1652884,ActionTaken,Citation,,
1468764,1652744,ActionTaken,Citation,,
1468834,1652814,ActionTaken,Citation,,
1467390,1651329,ActionTaken,Verbal Warning,,
1468719,1652697,ActionTaken,Citation,,
1467391,1651330,ActionTaken,Citation,,
1467388,NULL,NULL,NULL,,
1468464,1652421,ActionTaken,Citation,,
1468470,1652427,ActionTaken,Written Warning,,
1467389,1651328,ActionTaken,Verbal Warning,,
1468718,1652696,ActionTaken,Citation,,
1467392,1651331,ActionTaken,Verbal Warning,,
1468754,1652735,ActionTaken,Citation,,
1468833,1652813,ActionTaken,Citation,,
1467394,1651333,ActionTaken,Citation,,
1468463,1652420,ActionTaken,Citation,,
1468832,1652812,ActionTaken,Citation,,
1467393,1651332,ActionTaken,Citation,,
1468763,1652743,ActionTaken,Citation,,
1468431,1652388,ActionTaken,Citation,,
1468717,1652695,ActionTaken,Citation,,
1468901,1652881,ActionTaken,Citation,,
1467548,1651503,ActionTaken,Citation,,
1468468,1652425,ActionTaken,Citation,,
1468467,1652424,ActionTaken,Citation,,
1468766,1652746,ActionTaken,Citation,,
1468746,1652727,ActionTaken,Citation,,
1468902,1652882,ActionTaken,Citation,,
1467570,1651525,ActionTaken,Citation,,
1468786,1652766,ActionTaken,Citation,,
1468448,1652405,ActionTaken,Citation,,
1468872,1652852,ActionTaken,Citation,,
1468466,1652423,ActionTaken,Citation,,
1467396,NULL,NULL,NULL,,
1467397,1651335,ActionTaken,Citation,,
1468787,1652767,ActionTaken,Citation,,
1468742,1652723,ActionTaken,Citation,,
1468435,1652392,ActionTaken,Written Warning,,
1468903,1652883,ActionTaken,Citation,,
1468434,1652391,ActionTaken,Written Warning,,
1468822,1652802,ActionTaken,Written Warning,,
1467398,1651336,ActionTaken,Verbal Warning,,
1467399,1651337,ActionTaken,Citation,,
1468432,1652389,ActionTaken,Citation,,
1468907,1652887,ActionTaken,Citation,,
1467552,1651507,ActionTaken,Citation,,
1468821,1652801,ActionTaken,Written Warning,,
1468861,1652841,ActionTaken,Written Warning,,
1467554,1651509,ActionTaken,Citation,,
1467420,1651365,ActionTaken,Citation,,
1467424,1651369,ActionTaken,FI,,
1467424,1651370,SearchType,Vehicle,,
1467424,1651371,SearchBasis,4th Waiver Search,,
1468906,1652886,ActionTaken,Citation,,
1467406,1651347,ActionTaken,Citation,,
1467406,1651348,SearchType,Vehicle,,
1467406,1651349,SearchBasis,Inventory Search [Prior to Impound],,
1467555,1651510,ActionTaken,Citation,,
1468905,1652885,ActionTaken,Verbal Warning,,
1467401,1651342,ActionTaken,Citation,,
1467404,1651345,ActionTaken,FI,,
1467430,NULL,NULL,NULL,,
1467402,1651343,ActionTaken,Citation,,
1468433,1652390,ActionTaken,Citation,,
1470846,1654858,ActionTaken,Citation,,
1467403,1651344,ActionTaken,Verbal Warning,,
1467405,1651346,ActionTaken,Written Warning,,
1467411,1651354,ActionTaken,Citation,,
1467409,1651352,ActionTaken,Citation,,
1467556,1651511,ActionTaken,Citation,,
1467410,1651353,ActionTaken,Verbal Warning,,
1467451,NULL,NULL,NULL,,
1467412,1651355,ActionTaken,Citation,,
1467407,1651350,ActionTaken,Verbal Warning,,
1467571,1651526,ActionTaken,Citation,,
1467408,1651351,ActionTaken,Verbal Warning,,
1468912,1652891,ActionTaken,Citation,,
1467431,NULL,NULL,NULL,,
1467417,1651360,ActionTaken,Verbal Warning,,
1467557,1651512,ActionTaken,Citation,,
1467414,1651357,ActionTaken,Citation,,
1467415,1651358,ActionTaken,Citation,,
1467413,1651356,ActionTaken,Citation,,
1467432,NULL,NULL,NULL,,
1467418,1651361,ActionTaken,Citation,,
1467418,1651362,SearchType,Vehicle,,
1467418,1651363,SearchBasis,4th Waiver Search,,
1467416,1651359,ActionTaken,Verbal Warning,,
1467419,1651364,ActionTaken,Verbal Warning,,
1467433,NULL,NULL,NULL,,
1467508,1651458,ActionTaken,Citation,,
1467423,1651368,ActionTaken,Citation,,
1467421,1651366,ActionTaken,Verbal Warning,,
1467434,NULL,NULL,NULL,,
1467422,1651367,ActionTaken,Citation,,
1467429,1651376,ActionTaken,Citation,,
1467429,1651377,ActionTaken,Other,,
1467429,1651378,ActionTakenOther,VEHICLE TOW FOR EXP LIC,,
1467429,1651379,SearchType,Driver,,
1467429,1651380,SearchBasis,Inventory Search [Prior to Impound],,
1467509,1651459,ActionTaken,Other,,
1467509,1651460,ActionTakenOther,NOTHING - CHECKED REG,,
1467446,1651391,ActionTaken,Verbal Warning,,
1467446,1651392,SearchType,Vehicle,,
1467446,1651393,SearchBasis,4th Waiver Search,,
1467425,1651372,ActionTaken,Citation,,
1467437,1651382,ActionTaken,Citation,,
1467426,1651373,ActionTaken,Citation,,
1467435,NULL,NULL,NULL,,
1467427,1651374,ActionTaken,Citation,,
1467436,1651381,ActionTaken,Citation,,
1467428,1651375,ActionTaken,Verbal Warning,,
1467439,1651384,ActionTaken,Citation,,
1467438,1651383,ActionTaken,Citation,,
1467440,1651385,ActionTaken,Verbal Warning,,
1467442,1651387,ActionTaken,Citation,,
1467449,1651396,ActionTaken,Citation,,
1467441,1651386,ActionTaken,Citation,,
1470847,1654859,ActionTaken,Citation,,
1467447,1651394,ActionTaken,Written Warning,,
1467443,1651388,ActionTaken,Verbal Warning,,
1467457,NULL,NULL,NULL,,
1467445,1651390,ActionTaken,Citation,,
1467721,1651680,ActionTaken,Citation,,
1467444,1651389,ActionTaken,Verbal Warning,,
1467458,NULL,NULL,NULL,,
1467452,NULL,NULL,NULL,,
1467448,1651395,ActionTaken,Written Warning,,
1467450,1651397,ActionTaken,Citation,,
1467459,NULL,NULL,NULL,,
1467454,1651399,ActionTaken,Citation,,
1467453,1651398,ActionTaken,Written Warning,,
1467461,NULL,NULL,NULL,,
1467455,1651400,ActionTaken,Verbal Warning,,
1467456,1651401,ActionTaken,FI,,
1467456,1651402,SearchType,Vehicle,,
1467456,1651403,SearchType,Driver,,
1467462,1651405,ActionTaken,Citation,,
1467463,1651406,ActionTaken,Citation,,
1467463,1651407,SearchType,Vehicle,,
1467463,1651408,SearchBasis,Inventory Search [Prior to Impound],,
1467460,1651404,ActionTaken,Verbal Warning,,
1467469,1651415,ActionTaken,Citation,,
1467469,1651416,SearchType,Vehicle,,
1467469,1651417,SearchType,Driver,,
1467469,1651418,SearchBasis,Search incident to Arrest,,
1467467,1651412,ActionTaken,Citation,,
1467467,1651413,SearchBasis,Inventory Search [Prior to Impound],,
1467464,1651409,ActionTaken,Verbal Warning,,
1470849,1654861,ActionTaken,Citation,,
1470849,1654861,SearchType,Vehicle,,
1470849,1654861,SearchBasis,Inventory Search,,
1467465,1651410,ActionTaken,Verbal Warning,,
1468799,1652779,ActionTaken,Citation,,
1468801,1652781,ActionTaken,Citation,,
1467466,1651411,ActionTaken,Verbal Warning,,
1467471,1651420,ActionTaken,Verbal Warning,,
1467468,1651414,ActionTaken,Written Warning,,
1470848,1654860,ActionTaken,Citation,,
1467472,1651421,ActionTaken,Citation,,
1467479,1651432,ActionTaken,Verbal Warning,,
1467470,1651419,ActionTaken,Verbal Warning,,
1467477,1651425,ActionTaken,Verbal Warning,,
1467477,1651426,ActionTaken,FI,,
1467477,1651427,SearchType,Vehicle,,
1467477,1651428,SearchType,Driver,,
1467477,1651429,SearchType,Passenger,,
1467477,1651430,SearchBasis,4th Waiver Search,,
1467473,1651422,ActionTaken,Citation,,
1467475,1651424,ActionTaken,Verbal Warning,,
1467476,NULL,NULL,NULL,,
1467474,1651423,ActionTaken,Citation,,
1467510,1651461,ActionTaken,Citation,,
1467478,1651431,ActionTaken,Citation,,
1468771,1652751,ActionTaken,Citation,,
1467480,1651433,ActionTaken,Verbal Warning,,
1467481,NULL,NULL,NULL,,
1467483,1651435,ActionTaken,Citation,,
1467484,NULL,NULL,NULL,,
1467482,1651434,ActionTaken,Verbal Warning,,
1467486,NULL,NULL,NULL,,
1467485,1651436,ActionTaken,Citation,,
1467488,1651437,ActionTaken,Citation,,
1467490,1651438,ActionTaken,Verbal Warning,,
1467490,1651439,SearchType,Vehicle,,
1467490,1651440,SearchBasis,Consent Search,,
1467487,NULL,NULL,NULL,,
1467489,NULL,NULL,NULL,,
1467491,1651441,ActionTaken,Verbal Warning,,
1467492,1651442,ActionTaken,Verbal Warning,,
1467498,1651448,ActionTaken,Verbal Warning,,
1467493,1651443,ActionTaken,Citation,,
1467494,1651444,ActionTaken,Verbal Warning,,
1467497,1651447,ActionTaken,Citation,,
1467513,1651464,ActionTaken,Citation,,
1467495,1651445,ActionTaken,Verbal Warning,,
1467496,1651446,ActionTaken,Verbal Warning,,
1467501,1651451,ActionTaken,Written Warning,,
1467499,1651449,ActionTaken,Written Warning,,
1467531,1651486,ActionTaken,Citation,,
1467500,1651450,ActionTaken,Verbal Warning,,
1467504,1651454,ActionTaken,Verbal Warning,,
1467505,1651455,ActionTaken,Citation,,
1467533,1651488,ActionTaken,Citation,,
1467506,1651456,ActionTaken,Verbal Warning,,
1467507,1651457,ActionTaken,Verbal Warning,,
1467512,1651463,ActionTaken,Citation,,
1467516,1651468,ActionTaken,Verbal Warning,,
1467527,1651482,ActionTaken,Citation,,
1467514,1651465,ActionTaken,Verbal Warning,,
1467514,1651466,SearchType,Vehicle,,
1467514,1651467,SearchBasis,Consent Search,,
1467515,NULL,NULL,NULL,,
1467517,1651469,ActionTaken,Verbal Warning,,
1467517,1651470,SearchType,Vehicle,,
1467517,1651471,SearchBasis,Consent Search,,
1467757,1651719,ActionTaken,Citation,,
1467694,1651650,ActionTaken,Citation,,
1469163,1653136,ActionTaken,Citation,,
1468923,1652902,ActionTaken,Written Warning,,
1469159,1653132,ActionTaken,Written Warning,,
1469160,1653133,ActionTaken,Citation,,
1469167,1653140,ActionTaken,Citation,,
1467709,1651665,ActionTaken,Written Warning,,
1467758,1651720,ActionTaken,Citation,,
1467696,1651652,ActionTaken,Citation,,
1467760,1651722,ActionTaken,Citation,,
1467706,1651662,ActionTaken,Citation,,
1467518,1651472,ActionTaken,Verbal Warning,,
1467697,1651653,ActionTaken,Citation,,
1467522,1651478,ActionTaken,Citation,,
1467520,1651474,ActionTaken,Verbal Warning,,
1467520,1651475,SearchType,Passenger,,
1467520,1651476,SearchBasis,4th Waiver Search,,
1467521,1651477,ActionTaken,Citation,,
1467519,1651473,ActionTaken,Verbal Warning,,
1467759,1651721,ActionTaken,Citation,,
1467523,NULL,NULL,NULL,,
1467714,1651670,ActionTaken,Other,,
1467714,1651671,ActionTakenOther,ARREST,,
1467714,1651672,SearchType,Vehicle,,
1467714,1651673,SearchBasis,4th Waiver Search,,
1467701,1651657,ActionTaken,Citation,,
1467761,1651723,ActionTaken,Citation,,
1467700,1651656,ActionTaken,Citation,,
1467698,1651654,ActionTaken,Verbal Warning,,
1467707,1651663,ActionTaken,Citation,,
1467703,1651659,ActionTaken,Citation,,
1467705,1651661,ActionTaken,Citation,,
1467762,1651724,ActionTaken,Citation,,
1467526,1651481,ActionTaken,Verbal Warning,,
1467525,1651480,ActionTaken,Verbal Warning,,
1467528,1651483,ActionTaken,Citation,,
1467530,1651485,ActionTaken,Citation,,
1467529,1651484,ActionTaken,Verbal Warning,,
1467541,1651496,ActionTaken,Written Warning,,
1467532,1651487,ActionTaken,Verbal Warning,,
1467534,1651489,ActionTaken,Citation,,
1467539,1651494,ActionTaken,Verbal Warning,,
1467535,1651490,ActionTaken,Verbal Warning,,
1467536,1651491,ActionTaken,Citation,,
1467538,1651493,ActionTaken,FI,,
1467537,1651492,ActionTaken,Citation,,
1467540,1651495,ActionTaken,Citation,,
1469125,1653099,ActionTaken,Citation,,
1470859,1654871,ActionTaken,Citation,,
1468972,1652950,ActionTaken,Citation,,
1467549,1651504,ActionTaken,Citation,,
1467550,1651505,ActionTaken,Citation,,
1467546,1651501,ActionTaken,Verbal Warning,,
1467551,1651506,ActionTaken,Verbal Warning,,
1467553,1651508,ActionTaken,Verbal Warning,,
1469017,1652995,ActionTaken,Citation,,
1469037,1653014,ActionTaken,Citation,,
1469003,1652981,ActionTaken,Citation,,
1467558,1651513,ActionTaken,Citation,,
1467559,1651514,ActionTaken,Citation,,
1469016,1652994,ActionTaken,Citation,,
1469139,1653113,ActionTaken,Citation,,
1469140,1653114,ActionTaken,Citation,,
1468999,1652978,ActionTaken,Citation,,
1469015,1652993,ActionTaken,Citation,,
1469184,1653156,ActionTaken,Citation,,
1468998,1652976,ActionTaken,Citation,,
1469175,1653148,ActionTaken,Citation,,
1469112,1653087,ActionTaken,Citation,,
1469138,1653112,ActionTaken,Citation,,
1469038,1653015,ActionTaken,Citation,,
1469171,1653144,ActionTaken,Written Warning,,
1469137,1653111,ActionTaken,Citation,,
1467572,1651527,ActionTaken,Verbal Warning,,
1468990,1652968,ActionTaken,Verbal Warning,,
1467573,1651528,ActionTaken,Verbal Warning,,
1468977,1652955,ActionTaken,Citation,,
1469173,1653146,ActionTaken,Citation,,
1467711,1651667,ActionTaken,Verbal Warning,,
1469176,1653149,ActionTaken,Citation,,
1469136,1653110,ActionTaken,Citation,,
1469014,1652992,ActionTaken,Citation,,
1469155,1653128,ActionTaken,Citation,,
1469111,1653086,ActionTaken,Citation,,
1469135,1653109,ActionTaken,Citation,,
1469010,1652988,ActionTaken,Citation,,
1469013,1652991,ActionTaken,Citation,,
1468962,1652940,ActionTaken,Citation,,
1469134,1653108,ActionTaken,Written Warning,,
1469177,1653150,ActionTaken,Citation,,
1469009,1652987,ActionTaken,Citation,,
1469146,1653120,ActionTaken,Citation,,
1469156,1653129,ActionTaken,Citation,,
1469124,1653098,ActionTaken,Citation,,
1469012,1652990,ActionTaken,Citation,,
1467574,1651529,ActionTaken,Verbal Warning,,
1469039,1653016,ActionTaken,Citation,,
1469178,1653151,ActionTaken,Citation,,
1469040,1653017,ActionTaken,Citation,,
1467892,1651860,ActionTaken,Citation,,
1469172,1653145,ActionTaken,Citation,,
1467576,1651531,ActionTaken,Verbal Warning,,
1467575,1651530,ActionTaken,Verbal Warning,,
1469011,1652989,ActionTaken,Citation,,
1469122,1653097,ActionTaken,Citation,,
1468976,1652954,ActionTaken,Citation,,
1468947,1652925,ActionTaken,Citation,,
1469180,1653152,ActionTaken,Citation,,
1467690,1651646,ActionTaken,Citation,,
1469041,1653018,ActionTaken,Citation,,
1469179,NULL,NULL,NULL,,
1467577,1651532,ActionTaken,Citation,,
1468995,1652973,ActionTaken,Written Warning,,
1468984,1652962,ActionTaken,Citation,,
1469183,1653155,ActionTaken,Written Warning,,
1469182,1653154,ActionTaken,Citation,,
1469022,1653000,ActionTaken,Citation,,
1469110,1653085,ActionTaken,Citation,,
1468963,1652941,ActionTaken,Citation,,
1467578,1651533,ActionTaken,Verbal Warning,,
1469068,1653045,ActionTaken,Citation,,
1469008,1652986,ActionTaken,Citation,,
1468982,1652960,ActionTaken,Citation,,
1468991,1652969,ActionTaken,Written Warning,,
1469157,1653130,ActionTaken,Citation,,
1469170,1653143,ActionTaken,Citation,,
1468946,1652924,ActionTaken,Citation,,
1467579,1651534,ActionTaken,Citation,,
1469109,1653084,ActionTaken,Citation,,
1469145,1653119,ActionTaken,Citation,,
1469021,1652999,ActionTaken,Citation,,
1468983,1652961,ActionTaken,Citation,,
1468945,1652923,ActionTaken,Citation,,
1469071,1653048,ActionTaken,Citation,,
1469085,1653062,ActionTaken,Citation,,
1468981,1652959,ActionTaken,Citation,,
1469158,1653131,ActionTaken,Citation,,
1468987,1652965,ActionTaken,Citation,,
1469084,1653061,ActionTaken,Citation,,
1469020,1652998,ActionTaken,Citation,,
1469078,1653055,ActionTaken,Citation,,
1468996,1652974,ActionTaken,Written Warning,,
1467581,1651536,ActionTaken,Citation,,
1468922,1652901,ActionTaken,Citation,,
1469019,1652997,ActionTaken,Citation,,
1468988,1652966,ActionTaken,Citation,,
1469083,1653060,ActionTaken,Citation,,
1468921,1652900,ActionTaken,Citation,,
1469067,1653044,ActionTaken,Citation,,
1469082,1653059,ActionTaken,Citation,,
1469070,1653047,ActionTaken,Written Warning,,
1469108,1653083,ActionTaken,Citation,,
1468997,1652975,ActionTaken,Written Warning,,
1468964,1652942,ActionTaken,Citation,,
1468980,1652958,ActionTaken,Citation,,
1468992,1652970,ActionTaken,Written Warning,,
1469069,1653046,ActionTaken,Written Warning,,
1469072,1653049,ActionTaken,Citation,,
1468974,1652952,ActionTaken,Citation,,
1468955,1652933,ActionTaken,Citation,,
1467580,1651535,ActionTaken,Citation,,
1469047,1653024,ActionTaken,Written Warning,,
1469006,1652984,ActionTaken,Citation,,
1467582,1651537,ActionTaken,Citation,,
1468979,1652957,ActionTaken,Citation,,
1469079,1653056,ActionTaken,Written Warning,,
1469042,1653019,ActionTaken,Citation,,
1467587,1651542,ActionTaken,Verbal Warning,,
1468929,1652907,ActionTaken,Written Warning,,
1468993,1652971,ActionTaken,Written Warning,,
1469153,1653126,ActionTaken,Citation,,
1469103,NULL,NULL,NULL,,
1468989,1652967,ActionTaken,Citation,,
1467589,1651544,ActionTaken,Citation,,
1467589,1651545,SearchType,Vehicle,,
1467589,1651546,SearchBasis,Consent Search,,
1468973,1652951,ActionTaken,Citation,,
1469073,1653050,ActionTaken,Citation,,
1469043,1653020,ActionTaken,Citation,,
1469044,1653021,ActionTaken,Citation,,
1467585,1651540,ActionTaken,Citation,,
1468931,1652909,ActionTaken,Citation,,
1468959,1652937,ActionTaken,Written Warning,,
1469107,1653082,ActionTaken,Citation,,
1469120,1653095,ActionTaken,Citation,,
1469045,1653022,ActionTaken,Citation,,
1469102,1653078,ActionTaken,Citation,,
1468932,1652910,ActionTaken,Citation,,
1468953,1652931,ActionTaken,Citation,,
1469100,1653076,ActionTaken,Written Warning,,
1469081,1653058,ActionTaken,Citation,,
1469074,1653051,ActionTaken,Citation,,
1468954,1652932,ActionTaken,Citation,,
1468958,1652936,ActionTaken,Citation,,
1468958,1652936,SearchType,Vehicle,,
1468958,1652936,SearchBasis,Inventory Search,,
1467586,1651541,ActionTaken,Written Warning,,
1469106,1653081,ActionTaken,Written Warning,,
1469046,1653023,ActionTaken,Citation,,
1470857,1654869,ActionTaken,Citation,,
1470857,1654869,SearchType,Vehicle,,
1470857,1654869,SearchBasis,Inventory Search,,
1469165,1653138,ActionTaken,Citation,,
1467588,1651543,ActionTaken,Citation,,
1469126,1653100,ActionTaken,Citation,,
1468952,1652930,ActionTaken,Citation,,
1468918,1652897,ActionTaken,Written Warning,,
1469066,1653043,ActionTaken,Citation,,
1468933,1652911,ActionTaken,Citation,,
1468965,1652943,ActionTaken,Citation,,
1469087,1653064,ActionTaken,Citation,,
1467590,1651547,ActionTaken,Verbal Warning,,
1467591,1651548,ActionTaken,FI,,
1469080,1653057,ActionTaken,Citation,,
1469075,1653052,ActionTaken,Citation,,
1468951,1652929,ActionTaken,Citation,,
1469174,1653147,ActionTaken,Citation,,
1469174,1653147,SearchType,Vehicle,,
1469174,1653147,SearchBasis,Inventory Search,,
1468971,1652949,ActionTaken,Citation,,
1469065,1653042,ActionTaken,Citation,,
1469097,1653074,ActionTaken,Citation,,
1469166,1653139,ActionTaken,Citation,,
1468978,1652956,ActionTaken,Citation,,
1468934,1652912,ActionTaken,Citation,,
1469105,1653080,ActionTaken,Written Warning,,
1468943,1652921,ActionTaken,Citation,,
1469005,1652983,ActionTaken,Citation,,
1469076,1653053,ActionTaken,Citation,,
1468966,1652944,ActionTaken,Citation,,
1468916,1652895,ActionTaken,Citation,,
1468938,1652916,ActionTaken,Citation,,
1468970,1652948,ActionTaken,Citation,,
1467600,1651557,ActionTaken,Citation,,
1468935,1652913,ActionTaken,Citation,,
1468985,1652963,ActionTaken,Citation,,
1468917,1652896,ActionTaken,Citation,,
1469116,1653091,ActionTaken,Citation,,
1468924,1652903,ActionTaken,Written Warning,,
1467620,1651577,ActionTaken,Verbal Warning,,
1467609,1651566,ActionTaken,Citation,,
1468960,1652938,ActionTaken,Written Warning,,
1467606,1651563,ActionTaken,Verbal Warning,,
1468949,1652927,ActionTaken,Citation,,
1468944,1652922,ActionTaken,Citation,,
1467601,1651558,ActionTaken,Citation,,
1469077,1653054,ActionTaken,Citation,,
1470858,1654870,ActionTaken,Citation,,
1467627,1651583,ActionTaken,Verbal Warning,,
